DKH/PH,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0

8.5,7642,6032,4753,3738,2932,2294,1787,1387,1070,821,625,471,352,260,190,137,97,68,47,32,22,
8.6,7732,6103,4809,3782,2967,2321,1809,1403,1083,831,632,477,356,263,192,139,99,69,48,33,22,
8.7,7823,6174,4865,3826,3002,2348,1830,1420,1096,840,640,483,361,267,195,140,100,70,48,33,22,
8.8,7913,6245,4922,3871,3037,2375,1851,1437,1109,850,647,489,365,270,197,142,101,71,49,34,23,
8.9,8003,6317,4978,3915,3072,2403,1873,1453,1122,860,655,494,369,273,199,144,102,72,50,34,23,
9.0,8093,6388,5034,3959,3106,2430,1894,1470,1134,870,662,500,374,276,202,146,104,73,50,34,23,
9.1,8184,6459,5090,4004,3141,2457,1915,1486,1147,880,670,506,378,280,204,147,105,74,51,35,23,
9.2,8274,6531,5147,4048,3176,2485,1937,1503,1160,890,678,512,382,283,207,149,106,74,52,35,24,
9.3,8364,6602,5203,4092,3211,2512,1958,1520,1173,900,685,517,387,286,209,151,107,75,52,36,24,
9.4,8455,6673,5259,4137,3246,2539,1979,1536,1186,910,693,523,391,289,211,152,109,76,53,36,24,
9.5,8545,6745,5315,4181,3281,2567,2001,1553,1199,920,700,529,395,292,214,154,110,77,53,36,25,
9.6,8635,6816,5372,4225,3315,2594,2022,1569,1212,930,708,535,400,296,216,156,111,78,54,37,25,
9.7,8725,6887,5428,4270,3350,2621,2043,1586,1224,939,716,540,404,299,218,158,112,79,55,37,25,
9.8,8816,6959,5484,4314,3385,2648,2065,1603,1237,949,723,546,408,302,221,159,114,80,55,38,25,
9.9,8906,7030,5541,4358,3420,2676,2086,1619,1250,959,731,552,413,305,223,161,115,81,56,38,26,
10.0,8996,7101,5597,4402,3455,2703,2107,1636,1263,969,738,558,417,309,226,163,116,82,56,39,26,
10.1,9087,7173,5653,4447,3490,2730,2129,1652,1276,979,746,563,421,312,228,165,117,82,57,39,26,
10.2,9177,7244,5709,4491,3524,2758,2150,1669,1289,989,753,569,426,315,230,166,118,83,58,39,27,
10.3,9267,7315,5766,4535,3559,2785,2171,1686,1302,999,761,575,430,318,233,168,120,84,58,40,27,
10.4,9357,7387,5822,4580,3594,2812,2193,1702,1315,1009,769,581,434,322,235,170,121,85,59,40,27,
10.5,9448,7458,5878,4624,3629,2840,2214,1719,1327,1019,776,586,439,325,238,172,122,86,60,41,28,
10.6,9538,7529,5934,4668,3664,2867,2235,1735,1340,1029,784,592,443,328,240,173,123,87,60,41,28,
10.7,9628,7601,5991,4713,3699,2894,2257,1752,1353,1039,791,598,447,331,242,175,125,88,61,42,28,
10.8,9719,7672,6047,4757,3733,2921,2278,1769,1366,1048,799,604,452,334,245,177,126,89,61,42,28,
10.9,9809,7743,6103,4801,3768,2949,2299,1785,1379,1058,807,609,456,338,247,178,127,89,62,42,29,
11.0,9899,7815,6159,4846,3803,2976,2321,1802,1392,1068,814,615,460,341,249,180,128,90,63,43,29,
11.1,9989,7886,6216,4890,3838,3003,2342,1818,1405,1078,822,621,465,344,252,182,130,91,63,43,29,
11.2,10080,7957,6272,4934,3873,3031,2363,1835,1417,1088,829,627,469,347,254,184,131,92,64,44,30,
11.2,10170,8029,6328,4979,3907,3058,2385,1852,1430,1098,837,632,473,351,257,185,132,93,65,44,30,
11.4,10260,8100,6385,5023,3942,3085,2406,1868,1443,1108,844,638,478,354,259,187,133,94,65,45,30,
11.5,10351,8171,6441,5067,3977,3113,2427,1885,1456,1118,852,644,482,357,261,189,135,95,66,45,30,
11.6,10441,8243,6497,5112,4012,3140,2449,1901,1469,1128,860,650,486,360,264,191,136,96,66,45,31,
11.7,10531,8314,6553,5156,4047,3167,2470,1918,1482,1138,867,655,491,363,266,192,137,97,67,46,31,
11.8,10621,8385,6610,5200,4082,3194,2491,1935,1495,1148,875,661,495,367,268,194,138,97,68,46,31,
11.9,10712,8457,6666,5244,4116,3222,2513,1951,1507,1157,882,667,499,370,271,196,140,98,68,47,32,
12.0,10802,8528,6722,5289,4151,3249,2534,1968,1520,1167,890,673,504,373,273,197,141,99,69,47,32,
12.1,10892,8599,6778,5333,4186,3276,2555,1984,1533,1177,897,678,508,376,276,199,142,100,69,48,32,
12.2,10983,8671,6835,5377,4221,3304,2577,2001,1546,1187,905,684,512,380,278,201,143,101,70,48,32,
12.3,11073,8742,6891,5422,4256,3331,2598,2018,1559,1197,913,690,517,383,280,203,145,102,71,48,33,
12.4,11163,8813,6947,5466,4291,3358,2619,2034,1572,1207,920,696,521,386,283,204,146,103,71,49,33,
12.5,11253,8884,7004,5510,4325,3386,2641,2051,1585,1217,928,702,525,389,285,206,147,104,72,49,33,
12.6,11344,8956,7060,5555,4360,3413,2662,2067,1597,1227,935,707,530,393,287,208,148,104,73,50,34,
12.7,11434,9027,7116,5599,4395,3440,2683,2084,1610,1237,943,713,534,396,290,210,150,105,73,50,34,
12.7,11524,9098,7172,5643,4430,3467,2705,2101,1623,1247,951,719,538,399,292,211,151,106,74,51,34,
12.9,11615,9170,7229,5688,4465,3495,2726,2117,1636,1257,958,725,543,402,295,213,152,107,74,51,35,
13.0,11705,9241,7285,5732,4500,3522,2747,2134,1649,1266,966,730,547,405,297,215,153,108,75,51,35,
13.1,11795,9312,7341,5776,4534,3549,2769,2150,1662,1276,973,736,551,409,299,217,155,109,76,52,35,
13.2,11885,9384,7397,5821,4569,3577,2790,2167,1675,1286,981,742,556,412,302,218,156,110,76,52,35,
13.3,11976,9455,7454,5865,4604,3604,2811,2184,1687,1296,988,748,560,415,304,220,157,111,77,53,36,
13.4,12066,9526,7510,5909,4639,3631,2833,2200,1700,1306,996,753,564,418,306,222,158,111,77,53,36,
13.5,12156,9598,7566,5953,4674,3658,2854,2217,1713,1316,1004,759,569,422,309,223,160,112,78,54,36,
13.6,12247,9669,7622,5998,4708,3686,2875,2233,1726,1326,1011,765,573,425,311,225,161,113,79,54,37,
13.7,12337,9740,7679,6042,4743,3713,2897,2250,1739,1336,1019,771,577,428,314,227,162,114,79,54,37,
13.8,12427,9812,7735,6086,4778,3740,2918,2267,1752,1346,1026,776,582,431,316,229,163,115,80,55,37,
13.9,12517,9883,7791,6131,4813,3768,2939,2283,1765,1356,1034,782,586,434,318,230,165,116,81,55,37,
14.0,12608,9954,7848,6175,4848,3795,2961,2300,1777,1365,1042,788,590,438,321,232,166,117,81,56,38,
