DKH/PH,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0

6.5,5836,4605,3627,2852,2236,1748,1361,1055,813,622,473,356,265,196,142,102,72,51,35,24,16,
6.6,5927,4676,3684,2896,2271,1775,1382,1071,826,632,481,362,270,199,145,104,74,52,35,24,16,
6.7,6017,4748,3740,2940,2305,1802,1403,1088,839,642,488,368,274,202,147,106,75,52,36,25,16,
6.8,6107,4819,3796,2984,2340,1830,1425,1105,852,652,496,373,278,205,150,107,76,53,37,25,17,
6.9,6198,4890,3853,3029,2375,1857,1446,1121,864,662,503,379,283,209,152,109,77,54,37,25,17,
7.0,6288,4962,3909,3073,2410,1884,1467,1138,877,672,511,385,287,212,154,111,79,55,38,26,17,
7.1,6378,5033,3965,3117,2445,1911,1489,1154,890,682,518,391,291,215,157,113,80,56,39,26,18,
7.2,6468,5104,4021,3162,2480,1939,1510,1171,903,692,526,396,296,218,159,114,81,57,39,27,18,
7.3,6559,5176,4078,3206,2514,1966,1531,1188,916,702,534,402,300,221,161,116,82,58,40,27,18,
7.4,6649,5247,4134,3250,2549,1993,1553,1204,929,712,541,408,304,225,164,118,84,59,40,28,19,
7.5,6739,5318,4190,3295,2584,2021,1574,1221,942,722,549,414,309,228,166,120,85,59,41,28,19,
7.6,6830,5390,4246,3339,2619,2048,1595,1237,954,731,556,419,313,231,169,121,86,60,42,28,19,
7.7,6920,5461,4303,3383,2654,2075,1617,1254,967,741,564,425,317,234,171,123,87,61,42,29,19,
7.8,7010,5532,4359,3428,2689,2102,1638,1271,980,751,572,431,322,238,173,125,89,62,43,29,20,
7.9,7100,5604,4415,3472,2723,2130,1659,1287,993,761,579,437,326,241,176,127,90,63,44,30,20,
8.0,7191,5675,4471,3516,2758,2157,1681,1304,1006,771,587,442,330,244,178,128,91,64,44,30,20,
8.1,7281,5746,4528,3561,2793,2184,1702,1320,1019,781,594,448,335,247,180,130,92,65,45,31,21,
8.2,7371,5818,4584,3605,2828,2212,1723,1337,1032,791,602,454,339,251,183,132,94,66,45,31,21,
8.3,7462,5889,4640,3649,2863,2239,1745,1354,1044,801,609,460,343,254,185,133,95,67,46,31,21,
8.4,7552,5960,4697,3693,2898,2266,1766,1370,1057,811,617,466,348,257,188,135,96,67,47,32,21,
